filename,basename,toolid,toolmode,parser_version,runid,start,duration,exit_code,findings,infos,errors,fails
/root/code/small_dataset/arithmetic/buggy_18.sol,buggy_18.sol,confuzzius,solidity,2022/12/31,20230711_0318,1689128336.1139345,585.383056640625,0,"{Block_Dependency,Integer_Overflow,Leaking_Ether,Transaction_Order_Dependency}",{},{},{}
/root/code/small_dataset/arithmetic/buggy_19.sol,buggy_19.sol,confuzzius,solidity,2022/12/31,20230711_0318,1689069589.9561589,782.2211561203003,0,"{Block_Dependency,Integer_Overflow,Leaking_Ether,Transaction_Order_Dependency}",{},{},{}
/root/code/small_dataset/arithmetic/buggy_2.sol,buggy_2.sol,confuzzius,solidity,2022/12/31,20230711_0318,1689129169.2290063,1.2824525833129883,1,{},{},{EXIT_CODE_1},{exception (UnicodeDecodeError: 'ascii' codec can't decode byte 0xe5 in position 1599: ordinal not in range(128))}
/root/code/small_dataset/arithmetic/buggy_20.sol,buggy_20.sol,confuzzius,solidity,2022/12/31,20230711_0318,1689082518.3960018,1.2658591270446777,1,{},{},{EXIT_CODE_1},{exception (UnicodeDecodeError: 'ascii' codec can't decode byte 0xc2 in position 110: ordinal not in range(128))}
/root/code/small_dataset/arithmetic/buggy_21.sol,buggy_21.sol,confuzzius,solidity,2022/12/31,20230711_0318,1689076745.8119092,1.614964246749878,254,{},{},"{EXIT_CODE_254,Problem while deploying contract StableDEX using account 0xcafebabecafebabecafebabecafebabecafebabe. Error message: b''}",{}
/root/code/small_dataset/arithmetic/buggy_22.sol,buggy_22.sol,confuzzius,solidity,2022/12/31,20230711_0318,1689103537.1120343,878.9320883750916,0,"{Assertion_Failure,Block_Dependency,Integer_Overflow,Leaking_Ether,Transaction_Order_Dependency}",{},{},{}
/root/code/small_dataset/arithmetic/buggy_23.sol,buggy_23.sol,confuzzius,solidity,2022/12/31,20230711_0318,1689071959.1509225,874.6424357891083,0,"{Block_Dependency,Integer_Overflow,Leaking_Ether,Transaction_Order_Dependency}",{},{},{}
/root/code/small_dataset/arithmetic/buggy_24.sol,buggy_24.sol,confuzzius,solidity,2022/12/31,20230711_0318,1689129016.3711534,2.514761209487915,254,{},{},"{EXIT_CODE_254,Problem while deploying contract FomoFeast using account 0xcafebabecafebabecafebabecafebabecafebabe. Error message: Out of gas: Needed 3705000}",{}
/root/code/small_dataset/arithmetic/buggy_25.sol,buggy_25.sol,confuzzius,solidity,2022/12/31,20230711_0318,1689098642.9905217,1.3275458812713623,1,{},{},{EXIT_CODE_1},{exception (UnicodeDecodeError: 'ascii' codec can't decode byte 0xeb in position 10534: ordinal not in range(128))}
/root/code/small_dataset/arithmetic/buggy_26.sol,buggy_26.sol,confuzzius,solidity,2022/12/31,20230711_0318,1689129171.6990187,594.4038507938385,0,"{Block_Dependency,Integer_Overflow,Leaking_Ether,Transaction_Order_Dependency}",{},{},{}
/root/code/small_dataset/arithmetic/buggy_27.sol,buggy_27.sol,confuzzius,solidity,2022/12/31,20230711_0318,1689091982.4291656,788.5394802093506,0,"{Assertion_Failure,Block_Dependency,Integer_Overflow,Leaking_Ether,Transaction_Order_Dependency}",{},{},{}
/root/code/small_dataset/arithmetic/buggy_28.sol,buggy_28.sol,confuzzius,solidity,2022/12/31,20230711_0318,1689056065.8889418,596.6486353874207,0,"{Assertion_Failure,Block_Dependency,Integer_Overflow,Leaking_Ether,Transaction_Order_Dependency}",{},{},{}
/root/code/small_dataset/arithmetic/buggy_29.sol,buggy_29.sol,confuzzius,solidity,2022/12/31,20230711_0318,1689120825.7467122,593.7426016330719,0,"{Block_Dependency,Integer_Overflow,Leaking_Ether,Transaction_Order_Dependency}",{},{},{}
/root/code/small_dataset/arithmetic/buggy_3.sol,buggy_3.sol,confuzzius,solidity,2022/12/31,20230711_0318,1689118185.8600223,1.2980694770812988,1,{},{},{EXIT_CODE_1},{exception (UnicodeDecodeError: 'ascii' codec can't decode byte 0xe5 in position 1887: ordinal not in range(128))}
/root/code/small_dataset/arithmetic/buggy_30.sol,buggy_30.sol,confuzzius,solidity,2022/12/31,20230711_0318,1689084554.2441008,1.8021695613861084,254,{},{},"{EXIT_CODE_254,Problem while deploying contract ERC777 using account 0xcafebabecafebabecafebabecafebabecafebabe. Error message: b''}",{}
/root/code/small_dataset/arithmetic/buggy_31.sol,buggy_31.sol,confuzzius,solidity,2022/12/31,20230711_0318,1689124078.716457,1.2441399097442627,1,{},{},{EXIT_CODE_1},{exception (UnicodeDecodeError: 'ascii' codec can't decode byte 0xc3 in position 2467: ordinal not in range(128))}
/root/code/small_dataset/arithmetic/buggy_32.sol,buggy_32.sol,confuzzius,solidity,2022/12/31,20230711_0318,1689087227.998735,1.2404077053070068,1,{},{},{EXIT_CODE_1},{exception (UnicodeDecodeError: 'ascii' codec can't decode byte 0xe2 in position 125: ordinal not in range(128))}
/root/code/small_dataset/arithmetic/buggy_33.sol,buggy_33.sol,confuzzius,solidity,2022/12/31,20230711_0318,1689066797.089279,391.58435559272766,254,"{Block_Dependency,Integer_Overflow,Leaking_Ether,Transaction_Order_Dependency}",{},"{EXIT_CODE_254,Problem while deploying contract Staking using account 0xcafebabecafebabecafebabecafebabecafebabe. Error message: b''}",{}
/root/code/small_dataset/arithmetic/buggy_34.sol,buggy_34.sol,confuzzius,solidity,2022/12/31,20230711_0318,1689049189.9105647,781.7218825817108,0,"{Block_Dependency,Integer_Overflow,Leaking_Ether,Transaction_Order_Dependency}",{},{},{}
/root/code/small_dataset/arithmetic/buggy_35.sol,buggy_35.sol,confuzzius,solidity,2022/12/31,20230711_0318,1689047059.6756787,1.3299925327301025,1,{},{},{EXIT_CODE_1},{exception (UnicodeDecodeError: 'ascii' codec can't decode byte 0xe2 in position 563: ordinal not in range(128))}
/root/code/small_dataset/arithmetic/buggy_36.sol,buggy_36.sol,confuzzius,solidity,2022/12/31,20230711_0318,1689106017.498927,872.1378040313721,0,"{Assertion_Failure,Block_Dependency,Integer_Overflow,Leaking_Ether,Transaction_Order_Dependency}",{},{},{}
/root/code/small_dataset/arithmetic/buggy_37.sol,buggy_37.sol,confuzzius,solidity,2022/12/31,20230711_0318,1689114522.9450753,1173.5984687805176,0,"{Block_Dependency,Integer_Overflow,Leaking_Ether,Transaction_Order_Dependency}",{},{},{}
/root/code/small_dataset/arithmetic/buggy_38.sol,buggy_38.sol,confuzzius,solidity,2022/12/31,20230711_0318,1689074188.242966,594.4249227046967,0,"{Assertion_Failure,Block_Dependency,Integer_Overflow,Leaking_Ether,Transaction_Order_Dependency}",{},{},{}
/root/code/small_dataset/arithmetic/buggy_39.sol,buggy_39.sol,confuzzius,solidity,2022/12/31,20230711_0318,1689095021.3660705,1191.6723618507385,0,"{Block_Dependency,Integer_Overflow,Leaking_Ether,Transaction_Order_Dependency}",{},{},{}
/root/code/small_dataset/arithmetic/buggy_4.sol,buggy_4.sol,confuzzius,solidity,2022/12/31,20230711_0318,1689047684.8914912,1193.2577688694,0,"{Block_Dependency,Integer_Overflow,Leaking_Ether,Transaction_Order_Dependency}",{},{},{}
/root/code/small_dataset/arithmetic/buggy_40.sol,buggy_40.sol,confuzzius,solidity,2022/12/31,20230711_0318,1689092774.5255845,784.2566511631012,0,"{Block_Dependency,Integer_Overflow,Leaking_Ether,Transaction_Order_Dependency}",{},{},{}
/root/code/small_dataset/arithmetic/buggy_41.sol,buggy_41.sol,confuzzius,solidity,2022/12/31,20230711_0318,1689089546.5362105,1.3874163627624512,254,{},{},"{EXIT_CODE_254,Problem while deploying contract AO using account 0xcafebabecafebabecafebabecafebabecafebabe. Error message: b''}",{}
/root/code/small_dataset/arithmetic/buggy_42.sol,buggy_42.sol,confuzzius,solidity,2022/12/31,20230711_0318,1689084160.4704707,392.41377234458923,254,"{Block_Dependency,Integer_Overflow,Leaking_Ether,Transaction_Order_Dependency}",{},"{EXIT_CODE_254,Problem while deploying contract Staking using account 0xcafebabecafebabecafebabecafebabecafebabe. Error message: b''}",{}
/root/code/small_dataset/arithmetic/buggy_43.sol,buggy_43.sol,confuzzius,solidity,2022/12/31,20230711_0318,1689065879.7323115,1155.9481084346771,0,"{Block_Dependency,Integer_Overflow,Leaking_Ether,Transaction_Order_Dependency}",{},{},{}
/root/code/small_dataset/arithmetic/buggy_44.sol,buggy_44.sol,confuzzius,solidity,2022/12/31,20230711_0318,1689068440.3354657,1146.1775484085083,0,"{Block_Dependency,Integer_Overflow,Leaking_Ether,Transaction_Order_Dependency}",{},{},{}
/root/code/small_dataset/arithmetic/buggy_45.sol,buggy_45.sol,confuzzius,solidity,2022/12/31,20230711_0318,1689125148.625301,1.331078052520752,254,{},{},"{EXIT_CODE_254,Problem while deploying contract StockBet using account 0xcafebabecafebabecafebabecafebabecafebabe. Error message: b''}",{}
/root/code/small_dataset/arithmetic/buggy_46.sol,buggy_46.sol,confuzzius,solidity,2022/12/31,20230711_0318,1689098274.493762,1191.4494330883026,0,"{Assertion_Failure,Block_Dependency,Integer_Overflow,Leaking_Ether,Transaction_Order_Dependency}",{},{},{}
/root/code/small_dataset/arithmetic/buggy_47.sol,buggy_47.sol,confuzzius,solidity,2022/12/31,20230711_0318,1689107272.537199,1.4573335647583008,254,{},{},"{EXIT_CODE_254,Problem while deploying contract AcunarIEO using account 0xcafebabecafebabecafebabecafebabecafebabe. Error message: b''}",{}
/root/code/small_dataset/arithmetic/buggy_48.sol,buggy_48.sol,confuzzius,solidity,2022/12/31,20230711_0318,1689102921.0314114,785.8630158901215,0,"{Block_Dependency,Integer_Overflow,Leaking_Ether,Transaction_Order_Dependency}",{},{},{}
/root/code/small_dataset/arithmetic/buggy_49.sol,buggy_49.sol,confuzzius,solidity,2022/12/31,20230711_0318,1689098646.9435208,1192.987676858902,0,"{Block_Dependency,Integer_Overflow,Leaking_Ether,Transaction_Order_Dependency}",{},{},{}
/root/code/small_dataset/arithmetic/buggy_5.sol,buggy_5.sol,confuzzius,solidity,2022/12/31,20230711_0318,1689102357.3694994,1178.6471705436707,0,"{Assertion_Failure,Block_Dependency,Integer_Overflow,Leaking_Ether,Transaction_Order_Dependency}",{},{(0xa9059cbb) [symbolic execution : calldataload ] 'NoneType' object has no attribute 'as_long'},{}
/root/code/small_dataset/arithmetic/buggy_50.sol,buggy_50.sol,confuzzius,solidity,2022/12/31,20230711_0318,1689116907.0703473,1192.7018983364105,0,"{Block_Dependency,Integer_Overflow,Leaking_Ether,Transaction_Order_Dependency}",{},{},{}
/root/code/small_dataset/arithmetic/buggy_6.sol,buggy_6.sol,confuzzius,solidity,2022/12/31,20230711_0318,1689078394.6444566,1202.623271226883,,"{Block_Dependency,Integer_Overflow,Leaking_Ether,Transaction_Order_Dependency}",{},{},{DOCKER_TIMEOUT}
/root/code/small_dataset/arithmetic/buggy_7.sol,buggy_7.sol,confuzzius,solidity,2022/12/31,20230711_0318,1689058889.7594864,1205.7004508972168,,"{Block_Dependency,Integer_Overflow,Leaking_Ether,Transaction_Order_Dependency}",{},{},{DOCKER_TIMEOUT}
/root/code/small_dataset/arithmetic/buggy_8.sol,buggy_8.sol,confuzzius,solidity,2022/12/31,20230711_0318,1689085904.4081264,1185.4394187927246,0,"{Assertion_Failure,Block_Dependency,Integer_Overflow,Leaking_Ether,Transaction_Order_Dependency}",{},{},{}
/root/code/small_dataset/arithmetic/buggy_9.sol,buggy_9.sol,confuzzius,solidity,2022/12/31,20230711_0318,1689111950.8061104,878.8343760967255,0,"{Assertion_Failure,Block_Dependency,Integer_Overflow,Leaking_Ether,Transaction_Order_Dependency}",{},{},{}
/root/code/small_dataset/arithmetic/insecure_transfer.sol,insecure_transfer.sol,confuzzius,solidity,2022/12/31,20230711_0318,1689064686.1481633,1191.9230906963348,0,{},{},{},{}
/root/code/small_dataset/arithmetic/integer_overflow_1.sol,integer_overflow_1.sol,confuzzius,solidity,2022/12/31,20230711_0318,1689089554.3394961,1192.2392184734344,0,{Integer_Overflow},{},{},{}
/root/code/small_dataset/arithmetic/integer_overflow_add.sol,integer_overflow_add.sol,confuzzius,solidity,2022/12/31,20230711_0318,1689122028.019546,1192.3439092636108,0,{Integer_Overflow},{},{},{}
/root/code/small_dataset/arithmetic/integer_overflow_benign_1.sol,integer_overflow_benign_1.sol,confuzzius,solidity,2022/12/31,20230711_0318,1689131780.59608,1195.2482228279114,0,{},{},{},{}
/root/code/small_dataset/arithmetic/integer_overflow_mapping_sym_1.sol,integer_overflow_mapping_sym_1.sol,confuzzius,solidity,2022/12/31,20230711_0318,1689070374.1429746,1192.0209288597107,0,"{Arbitrary_Memory_Access,Integer_Overflow}",{},{},{}
/root/code/small_dataset/arithmetic/integer_overflow_minimal.sol,integer_overflow_minimal.sol,confuzzius,solidity,2022/12/31,20230711_0318,1689097450.6735327,1192.3079190254211,0,{Integer_Overflow},{},{},{}
/root/code/small_dataset/arithmetic/integer_overflow_mul.sol,integer_overflow_mul.sol,confuzzius,solidity,2022/12/31,20230711_0318,1689114626.6672492,1192.194354057312,0,{Integer_Overflow},{},{},{}
/root/code/small_dataset/arithmetic/integer_overflow_multitx_multifunc_feasible.sol,integer_overflow_multitx_multifunc_feasible.sol,confuzzius,solidity,2022/12/31,20230711_0318,1689072950.7404263,1192.0814430713654,0,{Integer_Overflow},{},{},{}
/root/code/small_dataset/arithmetic/integer_overflow_multitx_onefunc_feasible.sol,integer_overflow_multitx_onefunc_feasible.sol,confuzzius,solidity,2022/12/31,20230711_0318,1689081307.2739968,1192.3546617031097,0,{Integer_Overflow},{},{},{}
/root/code/small_dataset/arithmetic/overflow_simple_add.sol,overflow_simple_add.sol,confuzzius,solidity,2022/12/31,20230711_0318,1689128812.7554617,1192.3475625514984,0,{Integer_Overflow},{},{},{}
/root/code/small_dataset/arithmetic/overflow_single_tx.sol,overflow_single_tx.sol,confuzzius,solidity,2022/12/31,20230711_0318,1689094769.3232274,1192.029669046402,0,{Integer_Overflow},{},{},{}
/root/code/small_dataset/arithmetic/timelock.sol,timelock.sol,confuzzius,solidity,2022/12/31,20230711_0318,1689076836.0804405,1192.380939245224,0,{Integer_Overflow},{},{Validation error: Sender account balance cannot afford txn (ignoring for now)},{}
/root/code/small_dataset/arithmetic/token.sol,token.sol,confuzzius,solidity,2022/12/31,20230711_0318,1689140887.0101018,1191.718828678131,0,{Integer_Overflow},{},{},{}
/root/code/small_dataset/arithmetic/tokensalechallenge.sol,tokensalechallenge.sol,confuzzius,solidity,2022/12/31,20230711_0318,1689114625.4726107,1.1940655708312988,254,{},{},"{EXIT_CODE_254,Problem while deploying contract TokenSaleChallenge using account 0xcafebabecafebabecafebabecafebabecafebabe. Error message: b''}",{}
/root/code/small_dataset/bad_randomness/blackjack.sol,blackjack.sol,confuzzius,solidity,2022/12/31,20230712_0643,1689146790.8187966,1.3274352550506592,1,{},{},{EXIT_CODE_1},{exception (UnicodeDecodeError: 'ascii' codec can't decode byte 0xd1 in position 1682: ordinal not in range(128))}
/root/code/small_dataset/bad_randomness/etheraffle.sol,etheraffle.sol,confuzzius,solidity,2022/12/31,20230712_0643,1689147091.334028,1193.1117706298828,0,"{Integer_Overflow,Transaction_Order_Dependency,Unhandled_Exception}",{},{},{}
/root/code/small_dataset/bad_randomness/guess_the_random_number.sol,guess_the_random_number.sol,confuzzius,solidity,2022/12/31,20230712_0643,1689144282.6896255,1.2710354328155518,254,{},{},"{EXIT_CODE_254,Problem while deploying contract GuessTheRandomNumberChallenge using account 0xcafebabecafebabecafebabecafebabecafebabe. Error message: b''}",{}
/root/code/small_dataset/bad_randomness/lottery.sol,lottery.sol,confuzzius,solidity,2022/12/31,20230712_0643,1689150714.6203823,1191.7476069927216,0,"{Block_Dependency,Transaction_Order_Dependency}",{},{},{}
/root/code/small_dataset/bad_randomness/lucky_doubler.sol,lucky_doubler.sol,confuzzius,solidity,2022/12/31,20230712_0643,1689145823.2419837,1191.8674221038818,0,{Unhandled_Exception},{},{},{}
/root/code/small_dataset/bad_randomness/old_blockhash.sol,old_blockhash.sol,confuzzius,solidity,2022/12/31,20230712_0643,1689150594.7437332,1.2645151615142822,254,{},{},"{EXIT_CODE_254,Problem while deploying contract PredictTheBlockHashChallenge using account 0xcafebabecafebabecafebabecafebabecafebabe. Error message: b''}",{}
/root/code/small_dataset/bad_randomness/random_number_generator.sol,random_number_generator.sol,confuzzius,solidity,2022/12/31,20230712_0643,1689145382.8453026,1.273134469985962,0,{},{},{},{}
/root/code/small_dataset/bad_randomness/smart_billions.sol,smart_billions.sol,confuzzius,solidity,2022/12/31,20230712_0643,1689146191.105354,599.7120299339294,0,"{Assertion_Failure,Block_Dependency}",{},{Validation error: Sender account balance cannot afford txn (ignoring for now)},{}
/root/code/small_dataset/bad_randomness/theRun.sol,theRun.sol,confuzzius,solidity,2022/12/31,20230712_0643,1689149522.360223,1192.2589175701141,0,"{Assertion_Failure,Transaction_Order_Dependency,Unhandled_Exception}",{},{},{}
/root/code/small_dataset/bad_randomness/vulnerableBlockHashGame.sol,vulnerableBlockHashGame.sol,confuzzius,solidity,2022/12/31,20230712_0643,1689145821.9515083,1.2899277210235596,254,{},{},"{EXIT_CODE_254,Problem while deploying contract vulnerableBlockHashGame using account 0xcafebabecafebabecafebabecafebabecafebabe. Error message: b''}",{}
